Density;f;f0;u;P;u_0;P_0;T
21809.436935069232277;1862.692071136245886;1862.927128940953025;0.896246572682897;17683.941034063329425;0.896406296574703;17687.189464403993043;13820935.953782783447423
21837.078806976798660;1887.485230021255347;1887.891319681050163;0.905858049471337;17893.808384218616993;0.909894479955472;17981.546145139756845;13820935.953782783447423
21864.720678884365043;1912.881909052980518;1913.231836725709854;0.927474528372724;18366.089590596639027;0.923636024190695;18281.811841159120377;13820935.953782783447423
21892.362550791931426;1938.631766271686047;1938.955768395634095;0.935228562833101;18535.730999126641109;0.937637106724095;18588.135713083851442;13820935.953782783447423
21920.004422699497809;1964.670860036954537;1965.070376348716991;0.952317859536394;18910.140832816534385;0.951904092737347;18900.671546439687518;13820935.953782783447423
21947.646294607060554;1991.290225071014220;1991.583100852166808;0.970575190971423;19310.550768690485711;0.966443541166681;19219.577904381661938;13820935.953782783447423
21975.288166514626937;2018.217013614927737;2018.501566223728560;0.976798970549132;19447.221844957075518;0.981262210921019;19545.018285676931555;13820935.953782783447423
22002.930038422193320;2045.410106431768554;2045.833586447594598;0.995913770795907;19867.610916691803141;0.996367067306444;19877.161288083996624;13820935.953782783447423
22030.571910329759703;2073.280569610089515;2073.587170970892657;1.015648741977970;20302.042076171543158;1.011765288667497;20216.180777393943572;13820935.953782783447423
22058.213782237322448;2101.442623077311509;2101.770530686890652;1.022756325349861;20458.735048625399941;1.027464273258836;20562.256062467611628;13820935.953782783447423
22085.855654144888831;2129.941869990675514;2130.392084111430904;1.042833548228187;20901.929347476816474;1.043471646353139;20915.572076436910720;13820935.953782783447423
22113.497526052455214;2159.138279404667628;2159.460463759231970;1.067676758601494;21450.929080553170934;1.059795267602703;21276.319564495246595;13820935.953782783447423
22141.139397960021597;2188.784242038809225;2188.984522727403601;1.072680898121652;21561.593052801632439;1.076443238665997;21644.695278567996866;13820935.953782783447423
22168.781269867587980;2218.575448414062976;2218.973341493476255;1.092375038670398;21998.047848533144133;1.093423911108386;22020.902179111479199;13820935.953782783447423
22196.423141775150725;2249.165692046736240;2249.436234935878474;1.111078098007332;22412.793914882724494;1.110745894598690;22405.149644566234201;13820935.953782783447423
22224.065013682717108;2279.950843663192700;2280.382759585253552;1.124445591083818;22709.801076932461001;1.128418065415774;22797.653688828992017;13820935.953782783447423
22251.706885590283491;2311.468839236544682;2311.822721115276636;1.152962405314302;23343.912653922441677;1.146449575274277;23198.637186997406388;13820935.953782783447423
22279.348757497849874;2343.539309067769864;2343.766182082164960;1.165024526482939;23612.448427484414424;1.164849860499210;23608.330110102462640;13820935.953782783447423
22306.990629405412619;2375.905672468632019;2376.223469922821550;1.180333436265873;23953.781229888089001;1.183628651560801;24026.969769139741402;13820935.953782783447423
22334.632501312979002;2408.866082087484301;2409.205185221646843;1.203621731056452;24473.582951652537304;1.202795982988948;24454.801068892000330;13820935.953782783447423
22362.274373220545385;2442.450035758815829;2442.722210257044480;1.227305931755049;25002.901950028674037;1.222362203696745;24892.076772264066676;13820935.953782783447423
22389.916245128111768;2476.646351005542783;2476.785717839080462;1.243414907868944;25363.309294123810105;1.242337987726546;25339.057775499288255;13820935.953782783447423
22417.558117035678151;2511.188133005794953;2511.407180450373289;1.259248869080849;25718.096573425580573;1.262734345449022;25796.013395030087850;13820935.953782783447423
22445.199988943240896;2546.355290633686764;2546.598379703088540;1.285170542590041;26299.554557698473218;1.283562635240310;26263.221666600667959;13820935.953782783447423
22472.841860850807279;2582.187045965757079;2582.371416125639826;1.305651983016914;26759.523493679622334;1.304834575662368;26740.969657305136934;13820935.953782783447423
22500.483732758373662;2618.551894101978178;2618.738719293324721;1.327791096359209;27257.390070029810886;1.326562258177911;27229.553791329977685;13820935.953782783447423
22528.125604665940045;2655.546470294818846;2655.713058318242474;1.344955313403420;27643.775762720277271;1.348758160431114;27729.280190192075679;13820935.953782783447423
22555.767476573502790;2692.966631944577784;2693.307552714438316;1.368693562822588;28178.967117764670547;1.371435160124815;28240.465028258240636;13820935.953782783447423
